date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:41:40	33861/33861	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b9aafc-8445%22	https://salonmlsarajevo.com/polyfills.cafbd353abd86375.js	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/polyfills.cafbd353abd86375.js	(from https://salonmlsarajevo.com/)
03:41:41	64508/64508	---M-Z	200	added ('OK')	application/x-javascript	etag:%2285ae4f1b0299a82c309c49c7640a457c%22	https://www.instagram.com/embed.js	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/www.instagram.com/embed.js	(from https://salonmlsarajevo.com/)
03:41:41	1223406/1223406	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b9aafa-12aaee%22	https://salonmlsarajevo.com/main.a269b173296cfff1.js	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/main.a269b173296cfff1.js	(from https://salonmlsarajevo.com/)
03:41:42	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Jun%202025%2010:41:41%20GMT	http://salonmlsarajevo.com/assets/vendor/js/bundle.min.js	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/assets/vendor/js/bundle.min.js	(from https://salonmlsarajevo.com/)
03:41:42	13490/13490	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2010%20Jun%202025%2010:41:41%20GMT	https://kit.fontawesome.com/6ecdecbfc9.js	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/kit.fontawesome.com/6ecdecbfc9.js	(from https://salonmlsarajevo.com/)
03:41:43	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Jun%202025%2010:41:43%20GMT	http://salonmlsarajevo.com/assets/resume/js/script.js	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/assets/resume/js/script.f.delayed	(from https://salonmlsarajevo.com/)
03:41:43	146227/146227	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b9aade-23b33%22	https://salonmlsarajevo.com/assets/vendor/js/bundle.min.js	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/assets/vendor/js/bundle.min.js	(from https://salonmlsarajevo.com/)
03:41:43	3424/3424	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b9aac3-d60%22	https://salonmlsarajevo.com/assets/resume/js/script.js	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/assets/resume/js/script.js	(from https://salonmlsarajevo.com/)
03:41:43	134000/134000	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263b9aaef-20b70%22	https://salonmlsarajevo.com/fa-brands-400.299facd6127c2f01.eot	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-brands-400.299facd6127c2f01.eot	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:44	134000/134000	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263b9aaef-20b70%22	https://salonmlsarajevo.com/fa-brands-400.299facd6127c2f01.eot?	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-brands-400.299facd6127c2f01d41d.eot	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:44	73936/73936	---M--	200	added ('OK')	application/octet-stream	etag:%2263b9aaf2-120d0%22	https://salonmlsarajevo.com/fa-brands-400.b75316b3806be4b0.woff2	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-brands-400.b75316b3806be4b0.woff2	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:44	86736/86736	---M--	200	added ('OK')	application/font-woff	etag:%2263b9aaef-152d0%22	https://salonmlsarajevo.com/fa-brands-400.12e6e95214ead82a.woff	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-brands-400.12e6e95214ead82a.woff	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:44	133764/133764	---M--	200	added ('OK')	application/octet-stream	etag:%2263b9aaf3-20a84%22	https://salonmlsarajevo.com/fa-brands-400.d0e427778a3dccbf.ttf	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-brands-400.d0e427778a3dccbf.ttf	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:44	40308/40308	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263b9aaf3-9d74%22	https://salonmlsarajevo.com/fa-regular-400.299ac226e65788f8.eot	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-regular-400.299ac226e65788f8.eot	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:45	40308/40308	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263b9aaf3-9d74%22	https://salonmlsarajevo.com/fa-regular-400.299ac226e65788f8.eot?	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-regular-400.299ac226e65788f8d41d.eot	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:45	14868/14868	---M--	200	added ('OK')	application/octet-stream	etag:%2263b9aaf3-3a14%22	https://salonmlsarajevo.com/fa-regular-400.7000fd2de904f273.woff2	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-regular-400.7000fd2de904f273.woff2	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:45	746208/746208	---M--	200	added ('OK')	image/svg+xml	etag:%2263b9aaf1-b62e0%22	https://salonmlsarajevo.com/fa-brands-400.6bf9260256ce2b82.svg	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-brands-400.6bf9260256ce2b82.svg	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:45	18164/18164	---M--	200	added ('OK')	application/font-woff	etag:%2263b9aaf3-46f4%22	https://salonmlsarajevo.com/fa-regular-400.1735d97d0e0037ef.woff	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-regular-400.1735d97d0e0037ef.woff	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:45	40080/40080	---M--	200	added ('OK')	application/octet-stream	etag:%2263b9aaf4-9c90%22	https://salonmlsarajevo.com/fa-regular-400.a893b2f8a3fbec95.ttf	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-regular-400.a893b2f8a3fbec95.ttf	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:46	139825/139825	---M--	200	added ('OK')	image/svg+xml	etag:%2263b9aaf4-22231%22	https://salonmlsarajevo.com/fa-regular-400.bacda3e11dacb1d8.svg	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-regular-400.bacda3e11dacb1d8.svg	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:46	208828/208828	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263b9aaf5-32fbc%22	https://salonmlsarajevo.com/fa-solid-900.22333e91fd2d5e78.eot	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-solid-900.22333e91fd2d5e78.eot	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:46	208828/208828	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263b9aaf5-32fbc%22	https://salonmlsarajevo.com/fa-solid-900.22333e91fd2d5e78.eot?	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-solid-900.22333e91fd2d5e78d41d.eot	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:46	79072/79072	---M--	200	added ('OK')	application/octet-stream	etag:%2263b9aaf6-134e0%22	https://salonmlsarajevo.com/fa-solid-900.9f5a01e4831906fc.woff2	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-solid-900.9f5a01e4831906fc.woff2	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:46	102120/102120	---M--	200	added ('OK')	application/font-woff	etag:%2263b9aaf5-18ee8%22	https://salonmlsarajevo.com/fa-solid-900.1bb6eaaca735fe9b.woff	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-solid-900.1bb6eaaca735fe9b.woff	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:47	208608/208608	---M--	200	added ('OK')	application/octet-stream	etag:%2263b9aaf4-32ee0%22	https://salonmlsarajevo.com/fa-solid-900.197fa53e07838d8d.ttf	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-solid-900.197fa53e07838d8d.ttf	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:41:52	793607/793607	---M--	200	added ('OK')	image/svg+xml	etag:%2263b9aaf8-c1c07%22	https://salonmlsarajevo.com/fa-solid-900.e6def181b8c836e7.svg	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/fa-solid-900.e6def181b8c836e7.svg	(from https://salonmlsarajevo.com/styles.abddec65c3dfdd04.css)
03:42:17	9156/9156	---MCZ	200	added ('OK')	text/html	etag:W/%2263b9aaf9-23c4%22	https://salonmlsarajevo.com/chrome-extension://	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/chrome-extension_/index.html	(from https://www.instagram.com/embed.js)
03:42:17	9156/9156	---MCZ	200	added ('OK')	text/html	etag:W/%2263b9aaf9-23c4%22	https://salonmlsarajevo.com/$1/	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/$1/index.html	(from https://www.instagram.com/embed.js)
03:42:18	9156/9156	---MCZ	200	added ('OK')	text/html	etag:W/%2263b9aaf9-23c4%22	https://salonmlsarajevo.com/embed/	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/embed/index.html	(from https://www.instagram.com/embed.js)
03:42:18	9156/9156	---MCZ	200	added ('OK')	text/html	etag:W/%2263b9aaf9-23c4%22	https://salonmlsarajevo.com/captioned/	C:/projects/My%20Web%20Sites%20(HTTrack)/salonml/salonmlsarajevo.com/captioned/index.html	(from https://www.instagram.com/embed.js)
